ID;Stambog;Tato;navn;breeder;far;mor;DKKtitler;Titler;LastVisit;Count;born;HD;AD;HZ;SP;Indexdato;HDindex;sex;farve;dead;AK;Avlsstatus;MB;billede;Ejer;Adresse;Postnr;By;telefon;email;url;log;brugernavn;adgangskode;Updated;BrugerCookie;BrugerIP;AddedBy;DateAdded
5697;DK03351/2012;2,08E+14;Bekkaylabox Azzo;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;A;0;0 (DK);0;01-04-2014;117;H;Rg/hv;;;;0;;;;;;;;;;;;21-04-2014;;;;12-03-2012
5698;DK03352/2012;2,08E+14;Bekkaylabox Aston;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;A;0;1(DK);0;01-04-2014;117;H;Rg/hv;;AK;1;1;;;;;;;;;;;;23-06-2014;;;;12-03-2012
5699;DK03353/2012;2,08E+14;Bekkaylabox Ariel;;SLRNB002599;DK22316/2009;AK;;;0;31-01-2012;B;0;1 (DK);3;21-10-2013;108;T;Rg/hv;;AK;1;1;;;;;;;;;;;;03-11-2017;;;;12-03-2012
5700;DK03354/2012;2,08E+14;Bekkaylabox Astrid;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;19-07-2013;;;;12-03-2012
5701;DK03355/2012;2,08E+14;Bekkaylabox Asja;;SLRNB002599;DK22316/2009;AK;;;0;31-01-2012;A;0;2 (DK);1;01-04-2014;118;T;Rg/hv;;AK;1;1;;;;;;;;;;;;31-05-2016;;;;12-03-2012
5702;DK03356/2012;2,08E+14;Bekkaylabox Anja;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;19-07-2013;;;;12-03-2012
5703;DK03357/2012;2,08E+14;Bekkaylabox Azie;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;A;0;0 (DK);1;01-04-2014;118;T;Rg/hv;;;;1;;;;;;;;;;;;21-04-2014;;;;12-03-2012
5704;DK03358/2012;2,08E+14;Bekkaylabox Asta;;SLRNB002599;DK22316/2009;;;;0;31-01-2012;;;;;;0;T;Rg/hv;1;;;0;;;;;;;;;;;;04-03-2014;;;;12-03-2012
5705;DK03370/2008;2,08E+14;Von Ellinghaus Placido;;PKR65509;06364/2005;;;;0;30-01-2008;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;15-06-2008
5706;DK03371/2008;2,08E+14;Von Ellinghaus Pereza;;PKR65509;06364/2005;;AK, Bp-AB, Bp-B, IPO-1, FP, IPO-VO. IPO-2. IPO-3;;0;30-01-2008;B;;;0;23-05-2009;105;T;Rg/hv;;AK;;0;;;;;;;;;;;;02-11-2015;;;;04-05-2008
5707;DK03372/2008;2,08E+14;Von Ellinghaus Pinta;;PKR65509;06364/2005;;;;0;13-07-2010;;;;;;0;T;Rg/hv;1;;0;0;;;;;;;;;;;;;;;;27-04-2008
5708;DK03468/2012;2,76E+14;Urban von My-Tee;;DBZB228023;DBZB230117;;;;0;08-08-2011;A;0;0 (DK);0;01-03-2014;110;H;Tg/hv;;AK;1;0;;;;;;;;;;;;09-05-2014;;;;07-03-2012
5709;DK03561/2012;2,08E+14;Mariehøj´s Julius;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;;;;;;0;H;Rg;;;;0;;;;;;;;;;;;10-04-2013;;;;26-04-2012
5710;DK03562/2012;2,08E+14;Mariehøj´s Jose´;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;;;;;26-04-2012
5711;DK03563/2012;2,08E+14;Mariehøj´s Jory;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;;;;;;0;H;Rg;1;;;0;;;;;;;;;;;;16-10-2018;;;;26-04-2012
5712;DK03564/2012;2,08E+14;Mariehøj´s Jackson;;DK07313/2008;DK02403/2008;;;;0;;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;26-04-2012
5713;DK03565/2012;2,08E+14;Mariehøj´s Julie;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;;;;;26-04-2012
5714;DK03566/2012;2,08E+14;Mariehøj´s Jitza;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;26-04-2012
5715;DK03567/2012;2,08E+14;Mariehøj´s Juna;;DK07313/2008;DK02403/2008;;;;0;19-02-2012;A;0;0 (DK);0;01-04-2015;107;T;Rg;;Ej avlskåret;1;0;;;;;;;;;;;;27-04-2015;;;;26-04-2012
5716;DK03603/2008;2,08E+14;Febæk`s Parma;;07606/2002;12794/2005;;;;0;06-02-2008;B;1;;;16-06-2009;102;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;25-05-2008
5717;DK03604/2008;;Febæk´s Pascal;;07606/2002;12794/2005;;;;0;06-02-2008;C;;;;16-06-2009;94;H;Rg/hv;0;AK;1;0;;;;;;;;;;;;;;;;29-11-2008
5718;DK03891/2012;2,76E+14;Blümchen von Nirvalis;;LOI86519;VDH/DBZB 229514;;AK;;0;08-11-2011;A;0;1(DK);0;01-01-2016;82;T;Rg/hv;;AK;1;0;;;;;;;;;;;;20-01-2016;;;;30-07-2012
5719;DK04153/2012;2,08E+14;Boris;;DK06591/2010;DK10772/2009;;;;0;08-03-2012;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;31-07-2012
5720;DK04154/2012;2,08E+14;Bobby;;DK06591/2010;DK10772/2009;;;;0;08-03-2012;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;04-11-2012
5721;DK04158/2012;2,08E+14;Berta;;DK06591/2010;DK10772/2009;;;;0;08-03-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;10-05-2012
5722;DK04159/2010;2,08E+14;Von Ellinghaus Vida La Va;;DK09959/2008;21010/2002;;;;0;23-02-2010;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;08-06-2011
5723;DK04160/2010;;Von Ellinghaus Vincent;;DK09959/2008;21010/2002;DKCH, DEVDHCH, PLCH;AK, ZTP,  AD, BH, IPO-VO, FPR1, FPR2;;0;23-02-2010;A;1;0;0;01-04-2020;108;H;Rg/hv;1;AK;1;1;;;;;;;;;;;;25-04-2020;;;;24-04-2010
5724;DK04200/2012;9,67E+14;Esperanza Nostrum;;LOE1997192;PKRII-81560;AK, MB, DKCH, FP, LUCH, PLCH, INTCH(U);BKJugendChampion, VDHJugendChampion, BDJGSG-2012, Svensk Årsvinder 2014;;0;24-08-2011;A;0;0 (DE);0;01-10-2014;100;T;Rg/hv;;AK;1;1;;;;;;;;;;;;16-08-2018;;;;05-11-2011
5725;DK04373/2010;2,76E+14;Zeus vom Okeler Forst;;DBZB223474;DBZB223351;;ZTP, BH, AD;;0;07-11-2009;A;;0 (DE);0;01-10-2012;112;H;Tg/hv;0;ZTP;1;0;;;;;;;;;;;;;;;;25-03-2010
5726;DK04384/2010;2,08E+14;Mariehøj´s Hans;;S19089/2008;08156/2006;;;;0;01-03-2010;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;05-05-2010
5727;DK04429/2008;C04429;Sim-Nic´s Aura;;16446/2004;15137/2005;;;;0;25-02-2008;B;0;1;0;01-03-2013;97;T;Rg/hv;;AK;1;0;;;;;;;;;;;;25-05-2013;;;;19-04-2008
5728;DK04573/2011;2,08E+16;Brovangen´s Anton;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;;;;;03-06-2011
5729;DK04574/2011;2,08E+14;Brovangen´s Arne;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;03-06-2011
5730;DK04575/2011;2,08E+14;Brovangen´s Arnold;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;03-06-2011
5731;DK04576/2011;;Brovangen´s Albert;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;28-05-2011
5732;DK04577/2011;2,08E+15;Brovangen´s Alberte;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;;;;;04-06-2011
5733;DK04578/2011;2,08E+14;Brovangen´s Andrea;;02961/2008;DK13099/2008;;;;0;;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;;;;;04-06-2011
5734;DK04579/2011;2,08E+14;Brovangen´s Agnete;;02961/2008;DK13099/2008;;;;0;07-03-2011;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;25-02-2013;;;;04-06-2011
5735;DK04619/2011;2,08E+14;Hearts Of Hope´s Galliano;;DBZB223907;DK09964/2008;;;;0;04-03-2011;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;17-04-2011
5736;DK04620/2011;2,08E+14;Hearts Of Hope´s Giovanni;;DBZB223907;DK09964/2008;;;;0;04-03-2011;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;17-04-2011
5737;DK04621/2011;2,08E+14;Hearts Of Hope´s Grace Kelly;;DBZB223907;DK09964/2008;;;;0;04-03-2011;A;0;0 (DK);0;01-03-2018;107;T;Rg/hv;;AK;1;0;;;;;;;;;;;;09-03-2018;;;;17-04-2011
5738;DK04622/2011;2,08E+14;Hearts Of Hope´s Glory Of Gideon;;DBZB223907;DK09964/2008;;AK, BH, UHP, AD, FP;;0;04-03-2011;A;;;;;0;T;Tg/hv;0;AK;0;0;;;;;;;;;;;;13-01-2013;;;;17-04-2011
5739;DK04749/2011;2,76E+14;Jay-Jay vom Arkadius;;DBZB223907;DBZB232249;;;;0;05-07-2010;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;;;;;09-08-2011
5740;DK04833/2007;2,08E+14;Brundt´s Chili;;DBZB218656;17561/2002;;;;0;21-02-2007;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;25-07-2008
5741;DK05188/2011;2,76E+14;Rihanna von My-Tee;;DBZB228723;DBZB230117;;;;0;21-09-2010;A;0;0 (DK);2;01-04-2016;101;T;Rg/hv;;AK;1;0;;;;;;;;;;;;07-04-2016;;;;10-04-2011
5742;DK05204/2007;2,08E+14;Lebuck´s Andi;;06040/2002;21281/2003;;BK-Juniorårsvinder-2008, AK;;0;02-03-2007;B;0;;;04-04-2009;121;H;Rg/hv;1;AK;0;1;;;;;;;;;;;;;;;;26-04-2007
5743;DK05205/2007;2,08E+14;Lebuck´s Ari;;06040/2002;21281/2003;;;;0;02-03-2007;A;0;;0;26-09-2009;129;H;Tg/hv;1;;1;0;;;;;;;;;;;;20-03-2019;;;;26-04-2007
5744;DK05255/2012;2,08E+14;Passion Hill´s American Eagle;;DK04160/2010;DK00926/2010;;;;0;03-04-2012;;;;;;0;H;Rg/hv;;;;0;;;;;;;;;;;;06-01-2014;;;;04-06-2012
5745;DK05256/2012;2,08E+14;Passion Hill´s Apache Geronimo;;DK04160/2010;DK00926/2010;;;;0;03-04-2012;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;04-06-2012
5746;DK05257/2012;2,08E+14;Passion Hill´s April After Midnight;;DK04160/2010;DK00926/2010;;;;0;03-04-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;04-06-2012
5747;DK05258/2012;2,08E+14;Passion Hill´s Acqua Della Vita;;DK04160/2010;DK00926/2010;;;;0;03-04-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;06-03-2013;;;;04-06-2012
5748;DK05325/2009;2,08E+14;Bastian;;16446/2004;09295/2004;;;;0;28-02-2009;;;;;;0;H;Tg/hv;1;;0;0;;;;;;;;;;;;16-10-2018;;;;02-04-2009
5749;DK05326/2009;2,08E+14;Bailey;;16446/2004;09295/2004;;;;0;28-02-2009;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;02-04-2009
5750;DK05557/2010;2,08E+14;Schwartzbox Gizmon;;S19089/2008;19657/2006;;AK;;0;16-03-2010;C;0;1;;01-09-2011;106;H;Tg/hv;0;AK;1;0;;;;;;;;;;;;08-01-2013;;;;03-05-2010
5751;DK05558/2010;2,08E+14;Schwartzbox Gordon;;S19089/2008;19657/2006;;;;0;16-03-2010;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;03-05-2010
5752;DK05559/2010;2,08E+14;Schwartzbox Gabbia;;S19089/2008;19657/2006;;;;0;16-03-2010;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;08-01-2013;;;;03-05-2010
5753;DK05560/2010;2,08E+14;Schwartzbox Gaya;;S19089/2008;19657/2006;;;;0;16-03-2010;B;0;;;01-03-2011;107;T;Rg/hv;1;;;0;;;;;;;;;;;;01-07-2017;;;;03-05-2010
5754;DK05561/2010;2,08E+14;Schwartzbox Gina Donna;;S19089/2008;19657/2006;;;;0;16-03-2010;;;;;;0;T;Tg/hv;1;;0;0;;;;;;;;;;;;;;;;03-05-2010
5755;DK05571/2011;2,08E+14;High On Life´s Ace;;08770/2005;DK00629/2009;;;;0;18-03-2010;;;;;;0;H;Tg/hv;;;;0;;;;;;;;;;;;01-07-2013;;;;25-11-2011
5756;DK05572/2011;208206000163004/208206000160368;High On Life´s Arow;;08770/2005;DK00629/2009;;;;0;18-03-2010;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;25-11-2011
5757;DK05573/2011;2,08E+14;High On Life´s Akaya;;08770/2005;DK00629/2009;;;;0;18-03-2011;A;0;0 (DK);0;01-04-2018;106;T;Rg/hv;1;AK;1;0;;;;;;;;;;;;08-04-2018;;;;28-06-2011
5758;DK05574/2011;2,08E+14;High On Life´s Aisha;;08770/2005;DK00629/2009;;;;0;18-03-2010;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;;;;;25-11-2011
5759;DK05575/2011;2,08E+14;High On Life´s Akira;;08770/2005;DK00629/2009;;;;0;18-03-2011;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;06-01-2013;;;;09-09-2011
5760;DK05895/2008;CO5895;Boxerhusets Mille;;20207/2004;15289/2004;;;;0;24-02-2008;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;;;;;28-04-2008
5761;DK05896/2008;C05896;Boxerhusets Mercedes;;20207/2004;15289/2004;;;;0;24-02-2008;;;;;;0;T;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;28-04-2008
5762;DK05897/2008;C05897;Boxerhusets Mozart;;20207/2004;15289/2004;;;;0;24-02-2008;;;;;;0;H;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;28-04-2008
5763;DK05898/2008;C05898;Boxerhusets Mokka Xavi;;20207/2004;15289/2004;;;;0;24-02-2008;;;;;;0;H;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;28-04-2008
5764;DK05899/2008;C05899;Boxerhusets Manfred;;20207/2004;15289/2004;;;;0;24-02-2008;;;;;;0;H;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;28-04-2008
5765;DK05926/2008;2,08E+14;Charmi;;21847/2004;12431/2005;;;;0;13-03-2008;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;;;;;09-05-2008
5766;DK05927/2008;2,08E+14;Cheri;;21847/2004;12431/2005;;;;0;13-03-2008;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;09-05-2008
5767;DK05928/2008;2,08E+14;Chanel;;21847/2004;12431/2005;;;;0;13-03-2008;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;09-05-2008
5768;DK05929/2008;2,08E+14;Chilimai;;21847/2004;12431/2005;;;;0;13-03-2008;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;09-05-2008
5769;DK05930/2008;2,08E+14;Cuno;;21847/2004;12431/2005;;;;0;13-03-2008;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;09-05-2008
5770;DK06306/2010;2,08E+14;The Roligans Cocio Bolt;;DK00035/2008;15416/2004;;;;0;27-03-2010;A;0;;;01-04-2012;104;H;Rg/hv;0;AK;1;0;;;;;;;;;;;;09-01-2013;;;;08-07-2010
5771;DK06521/2012;2,08E+14;Von Ellinghaus Alfredo;;DBZB233788;09503/2006;;;;0;01-04-2012;A;0;;0;01-07-2017;117;H;Rg/hv;;AK;1;0;;;;;;;;;;;;29-09-2017;;;;07-06-2012
5772;DK06522/2012;2,08E+14;Von Ellinghaus Ardiles;;DBZB233788;09503/2006;;;;0;01-03-2012;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;07-06-2012
5773;DK06523/2012;2,08E+14;Von Ellinghaus Addison;;DBZB233788;09503/2006;;;;0;01-04-2012;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;07-06-2012
5774;DK06524/2012;2,08E+14;Von Ellinghaus Alpha;;DBZB233788;09503/2006;AK;;;0;01-04-2012;A;0;0 (DK);0;01-09-2013;115;T;Rg/hv;;AK;1;0;;;;;;;;;;;;19-05-2014;;;;07-06-2012
5775;DK06525/2012;2,08E+14;Von Ellinghaus Angelina;;DBZB233788;09503/2006;;;;0;01-04-2012;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;07-06-2012
5776;DK06590/2010;2,08E+14;Bostobox Utah;;DBZB223907;DK11791/2007;;;;0;30-03-2010;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;11-06-2010
5777;DK06591/2010;2,08E+14;Bostobox Uzo;;DBZB223907;DK11791/2007;;;;0;30-03-2010;B;0;0 (DK);0;01-06-2016;111;H;Rg/hv;;AK;1;0;;;;;;;;;;;;20-06-2016;;;;11-06-2010
5778;DK06592/2010;2,08E+14;Bostobox Uggi;;DBZB223907;DK11791/2007;;AK;;0;30-03-2010;A;0;1;0;01-03-2013;110;H;Rg/hv;;AK;1;1;;;;;;;;;;;;19-04-2013;;;;08-06-2010
5779;DK06593/2010;2,08E+14;Bostobox Ulan;;DBZB223907;DK11791/2007;;;;0;30-03-2010;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;11-06-2010
5780;DK06594/2010;2,08E+14;Bostobox Ulu;;DBZB223907;DK11791/2007;;;;0;30-03-2010;A;0;1 (DE);0;01-06-2012;109;H;Tg/hv;0;AK;0;0;;;;;;;;;;;;;;;;11-06-2010
5781;DK06595/2010;2,08E+14;Bostobox Unique;;DBZB223907;DK11791/2007;;;;0;30-03-2010;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;11-06-2010
5782;DK06596/2010;2,08E+14;Bostobox Uzna;;DBZB223907;DK11791/2007;;;;0;30-03-2010;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;11-06-2010
5783;DK06597/2010;2,08E+14;Bostobox Umi;;DBZB223907;DK11791/2007;;AK;;0;30-03-2010;A;0;1 (DE);0;01-01-2018;122;T;Tg/hv;;AK;1;1;;;;;;;;;;;;02-02-2018;;;;11-06-2010
5784;DK06645/2012;2,08E+14;Carolinekilde´s James Bond;;DBZB233900;DK19550/2009;;;;0;20-04-2012;A;;;;01-11-2013;96;H;Rg;1;;;1;;;;;;;;;;;;13-10-2014;;;;23-06-2012
5785;DK06646/2012;2,08E+14;Carolinekilde´s Jack Daniel´s;;DBZB233900;DK19550/2009;;;;0;20-04-2012;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;23-06-2012
5786;DK06647/2012;2,08E+14;Carolinekilde´s Jaguar X K R;;DBZB233900;DK19550/2009;;BK-HVALPEÅrsvinder-2012;;0;20-04-2012;E;;;;01-11-2013;70;H;Rg/hv;1;;;1;;;;;;;;;;;;26-07-2014;;;;23-06-2012
5787;DK06648/2012;2,08E+14;Carolinekilde´s Jeanne D´arc;;DBZB233900;DK19550/2009;;;;0;20-04-2012;;;;;;0;T;Rg/hv;1;;;0;;;;;;;;;;;;13-10-2014;;;;23-06-2012
5788;DK06649/2012;2,08E+14;Carolinekilde´s J´adore L´or;;DBZB233900;DK19550/2009;;;;0;20-04-2012;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;;;;;23-06-2012
5789;DK06691/2007;B06691;Bertha;;19386/99;18176/2002;;;;0;12-03-2007;;;;;;0;T;Rg/hv;0;;1;0;;;;;;;;;;;;;;;;05-04-2008
5790;DK06981/2008;2,08E+14;De Cosmus Brylle Athene;;DBZB215949;04406/2005;;VDHJugendChampion, BH;;0;09-03-2008;C;0;1 (DE);3;01-04-2010;77;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;14-05-2008
5791;DK06982/2008;2,08E+14;De Cosmus Brylle Anastasia;;DBZB215949;04406/2005;;;;0;09-03-2008;;;;;;0;T;Fejl;0;;0;0;;;;;;;;;;;;;;;;14-05-2008
5792;DK06983/2008;2,08E+14;De Cosmus Brylle Alcatraz;;DBZB215949;04406/2005;;;;0;09-03-2008;;;;;;0;H;Fejl;0;;0;0;;;;;;;;;;;;;;;;14-05-2008
5793;DK06998/2010;Chip;Rieckholms Luke Skywalker;;DK14054/2009;20360/2003;;ZTP, BH, AD, IPO-1;;0;11-03-2010;;;;;;0;H;Rg/hv;;;1;0;;;;;;;;;;;;04-03-2013;;;;04-05-2010
5794;DK06999/2010;chip;Rieckholms Leonardo Da Vinci;;DK14054/2009;20360/2003;;;;0;11-03-2010;;;;;;0;H;Rg/hv;;;;0;;;;;;;;;;;;04-03-2013;;;;04-05-2010
5795;DK07000/2010;Chip;Rieckholms Lumanji;;DK14054/2009;20360/2003;;;;0;11-03-2010;;;;;;0;H;Fejl;;;;0;;;;;;;;;;;;04-03-2013;;;;04-05-2010
5796;DK07001/2010;chip;Rieckholms Lucky Lady;;DK14054/2009;20360/2003;;;;0;11-04-2010;;;;;;0;T;Rg/hv;;;;0;;;;;;;;;;;;04-03-2013;;;;05-05-2010
5797;DK07058/2009;2,08E+14;Arnakkekilden´s Fabius Maximus;;DBZB227133;08111/2002;;;;0;30-03-2009;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;29-05-2009
5798;DK07059/2009;;Arnakkekilden`s Franklin Balou;;DBZB227133;08111/2002;;;;0;30-03-2009;A;0;;0;01-04-2012;109;H;Rg/hv;1;AK;1;1;;;;;;;;;;;;18-02-2015;;;;09-06-2009
5799;DK07060/2009;2,08E+14;Arnakkekildens Fumo;;DBZB227133;08111/2002;;;;0;30-03-2009;;;;;;0;H;Rg/hv;1;;0;0;;;;;;;;;;;;;;;;18-08-2009
5800;DK07062/2009;2,08E+14;Arnakkekildens Feline;;DBZB227133;08111/2002;;;;0;30-03-2009;A;0;0 (DK);2;01-03-2013;117;T;Rg/hv;1;AK;1;0;;;;;;;;;;;;17-11-2020;;;;30-05-2009
5801;DK07148/2012;2,76E+14;Verona von My-Tee;;DBZB236428;DBZB228472;;;;0;24-09-2011;B;0;0 (DK);0;01-12-2014;95;T;Tg/hv;;AK;1;0;;;;;;;;;;;;04-12-2014;;;;10-05-2012
5802;DK07149/2012;2,76E+14;Whitney von My-Tee;;DBZB230062;DBZB232391;;;;0;26-11-2011;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;10-05-2012
5803;DK07150/2012;2,76E+14;Whelan von My-Tee;;DBZB230062;DBZB232391;;;;0;26-11-2011;A;1;0 (DK);;01-01-2013;100;H;Rg/hv;;;;0;;;;;;;;;;;;26-01-2013;;;;10-05-2012
5804;DK07278/2008;2,76E+14;Anton von den Tempelrittern;;DBZB217833;DBZB224624;;;;0;27-06-2008;A;;2 (DK);0;01-08-2012;111;H;Tg/hv;0;AK;0;0;;;;;;;;;;;;;;;;19-08-2012
5805;DK07313/2008;2,08E+14;Don;;;04438/2004;;AK;;0;12-09-2007;A;;0;0;01-10-2012;100;H;Tg;0;AK;1;0;;;;;;;;;;;;14-02-2013;;;;29-04-2008
5806;DK07434/2009;2,76E+14;Auni von Cassalina;;LOI0261377;DBZB224551;;;;0;06-10-2008;B;0;0 (DE);0;01-01-2016;98;T;Tg/hv;;AK,ZTP;1;0;;;;;;;;;;;;02-07-2019;;;;06-01-2010
5807;DK07445/2012;2,76E+14;Quality-Fashion von Khanbalic;;DBZB228258;DBZB230163;AK, IPO1, IPO2, BH, AD, DEVDHCH, DKCH;Deutscher Jugend-Champion (VDH), BK-Årsvinder-2014, KLBV14;;0;30-11-2011;B;1;0 (DE);0;01-07-2014;88;H;Tg/hv;;ZTP;1;0;;;;;;;;;;;;16-03-2015;;;;12-06-2012
5808;DK07451/2011;3,80E+14;Queen Elisabet Di Casa Vernice;;LOI09/150080;LOI08/25595;;;;0;19-01-2010;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;08-06-2011
5809;DK07460/2008;2,08E+14;Bailey;;07606/2002;15135/2005;;;;0;30-03-2008;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;;;;;12-09-2008
5810;DK07465/2008;2,08E+14;Bacardi;;07606/2002;15135/2005;;;;0;30-03-2008;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;03-06-2008
5811;DK07467/2008;2,08E+14;Baloo;;07606/2002;15135/2005;;;;0;30-03-2008;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;25-11-2008
5812;DK07721/2011;9,67E+14;Andalusia Nostrum;;PKR11-95994;PKR94946;;;;0;19-09-2009;A;1;0;1;01-10-2011;106;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;03-08-2011
5813;DK07763/2010;2,08E+14;Dyrup-Box´s Caezar;;DBZB227712;11926/2005;;;;0;15-04-2010;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;05-05-2011
5814;DK07764/2010;2,08E+14;Dyrup-Box´s Cosmo;;DBZB227712;11926/2005;;;;0;15-04-2010;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;06-10-2010
5815;DK07765/2010;2,08E+14;Dyrup-Box´s Casmo;;DBZB227712;11926/2005;;;;0;15-04-2010;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;09-07-2010
5816;DK07898/2011;2,08E+14;Damkjær´s Robert;;NHSB2706095;10609/2006;AK;;;0;18-04-2011;A;0;0 (DK);0;01-03-2014;110;H;Tg;1;AK;1;0;;;;;;;;;;;;13-10-2014;;;;20-09-2011
5817;DK07899/2011;2,08E+14;Damkjær´s Robin;;NHSB2706095;10609/2006;;;;0;18-04-2010;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;20-09-2011
5818;DK07900/2011;2,08E+14;Damkjær´s Rasmine;;NHSB2706095;10609/2006;;;;0;18-04-2011;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;;;;;20-09-2011
5819;DK08017/2008;2,76E+14;Bakira vom Alsterkrug;;DBZB216453;DBZB221665;;AK, FH-1, FH-2, SPH-1, FP, IPO-VO;;0;30-08-2007;A;0;1;0;01-07-2014;115;T;Tg/hv;;AK;1;0;;;;;;;;;;;;24-07-2014;;;;03-03-2009
5820;DK08022/2008;MA69I5/208213990022858;Isidora vom Messingsberg;;DBZB220543;DBZB220510;;Bp-AB, Bp-B, FP;;0;19-01-2008;A;0;0;0;01-11-2011;112;T;Tg/hv;1;AK;1;1;;;;;;;;;;;;29-03-2021;;;;01-04-2008
